2.0653362247084983e-36	1.057445171017505e-35	5.271179445305553e-35
1.0949147444307214e-35	5.161220276657423e-35	2.7549682856325483e-34
2.1784305576307486e-35	9.141335905421537e-35	5.162607452281614e-34
2.9800782458831463e-35	1.1443898830203895e-34	6.685245718120189e-34
3.5145098577920563e-35	1.265455596926117e-34	7.556242759307082e-34
3.8747212580684813e-35	1.333019341298047e-34	8.07879778395009e-34
4.1240032774033813e-35	1.3741125475846728e-34	8.41413304306664e-34
4.302295024811981e-35	1.401452299209234e-34	8.643503702576998e-34
4.4335147034766044e-35	1.4208934582307312e-34	8.808251333543844e-34
4.5326673218066976e-35	1.4353961704275648e-34	8.93116984100076e-34
4.609383413463136e-35	1.4466073202966754e-34	9.025723166899932e-34
4.669907813336099e-35	1.4554722131095616e-34	9.100108063756849e-34
4.71852953980277e-35	1.46262360053229e-34	9.159789177286694e-34
4.7581538770875485e-35	1.4684663666782085e-34	9.2083700614435e-34
4.7908881301180944e-35	1.4733026446295332e-34	9.248455896692917e-34
4.818227928760688e-35	1.4773422410902857e-34	9.281881066575701e-34
