2.3342009220975097e-34,1.8048851150621193e-33
1.2804569756975178e-33,9.80483915075952e-33
2.3366574708595726e-33,1.765509127556127e-32
2.8874194552217323e-33,2.1698494188566466e-32
3.146812091283631e-33,2.3601611617523916e-32
3.282483940087995e-33,2.4602386859634067e-32
3.3636296390054144e-33,2.520229847002365e-32
3.418174741900396e-33,2.560457004141401e-32
3.457983079432779e-33,2.5896826412602227e-32
3.488658484719992e-33,2.612093649673929e-32
3.513168857754754e-33,2.629925944055142e-32
3.5331618950135944e-33,2.644415466496966e-32
3.549721630101431e-33,2.656375591105038e-32
3.5635493034313735e-33,2.6663283679274315e-32
3.575184306030432e-33,2.674675814863088e-32
3.5850187883971996e-33,2.681708967668522e-32
