7.768396061116365e-39,3.7079682318344217e-38,2.0219103562461763e-37
4.2814590477834037e-38,1.8383258295756025e-37,1.0903155814501768e-36
8.537816009895303e-38,3.2138578036420343e-37,2.032638524201033e-36
1.1562528525635009e-37,3.9526399654305374e-37,2.592316325498175e-36
1.3543148963041654e-37,4.318905757201188e-37,2.901279101945784e-36
1.4883777233746618e-37,4.521131883119859e-37,3.08742738435501e-36
1.5821288694294372e-37,4.647694086207839e-37,3.209556169462513e-36
1.649781967830889e-37,4.735386791328655e-37,3.2951175709922746e-36
1.7000375776119635e-37,4.800336183106146e-37,3.3580299064966716e-36
1.7382803605502709e-37,4.850133675520656e-37,3.405797251293717e-36
1.7680547023680168e-37,4.88929777602064e-37,3.4430054113355735e-36
1.791644670566117e-37,4.920491863721153e-37,3.472474971297481e-36
1.8106431989190412e-37,4.945660701417297e-37,3.4961668041828514e-36
1.8261485672443272e-37,4.9661561750041445e-37,3.515437390493777e-36
1.8389581575984763e-37,4.983005044382393e-37,3.531284508381446e-36
1.849656117029305e-37,4.996984716988312e-37,3.544450629694117e-36
